,text,title
750,我们一起走进市里自此一生携手,FilmTele-Play
751,亮点甄子丹金城武汤唯的金牌阵容已是票房保证,FilmTele-Play
752,12点了看会儿午间新闻吧,TVProgram-Play
753,说一说中国的阴历8月15是什么节日呢,Calendar-Query
754,4月29号的提醒新建一个上午的,Alarm-Update
755,我要听宋小宝的爆笑小品回家,Audio-Play
756,明天大同会下雨吗,Weather-Query
757,看一下二零一三年的新交通规则,FilmTele-Play
758,奥秘科普杂志每月多久出版,FilmTele-Play
759,我想看偶像剧一千零一夜的第二十集,FilmTele-Play
760,明天沈阳的温度高吗？,Weather-Query
761,40秒后报下上海飞东京的飞机是今天的吗,Travel-Query
762,我要听按图上的一串珍珠这个故事,Audio-Play
763,请播放一下2020年的诱爱入局,FilmTele-Play
764,把风调成到百分之80风大点儿,HomeAppliance-Control
765,立刻找出来RedmiBook Pro 14的测评视频,Video-Play
766,凤凰传奇的海底是不是可以单曲循环给我呢,Music-Play
767,非常想走进下一步生孩子,FilmTele-Play
768,播一个紫金陈的推理小说来听,Music-Play
769,说了江苏卫视就不能不说湖南卫视,Radio-Listen
770,听一下大海,Music-Play
771,你还没告诉我你叫什么,Other
772,回看CCTV2的往期视频一槌定音-2021-19,Video-Play
773,这周五下午四点的勇者胜播放了吗帮我看下,TVProgram-Play
774,植树节是星期几,Calendar-Query
775,明天四川多地有风吗,Weather-Query
776,我想看单依纯演唱的如此的视频,Video-Play
777,我怎么样才可以找到你,Other
778,记录大理紫外线变化,Weather-Query
779,帮我订四个上午11点到上海的火车,Travel-Query
780,帮我查询明天南昌室外温度多少度,Weather-Query
781,美食大探索是在中午十一点四十六分播放吗我想看下,TVProgram-Play
782,给我讲一下小蝌蚪找妈妈的故事,Audio-Play
783,能不能订一张今天11点50分飞海口的飞机票,Travel-Query
784,1981年的动漫三个和尚给我播放,Video-Play
785,是不是想我想睡不着呀,Calendar-Query
786,收听Mike主持的素人广播,Radio-Listen
787,给我来一首2021年的电视剧金曲呢,Music-Play
788,我现在要听著名小说战争与和平俄语版的,Audio-Play
789,面对尴尬问题林凤娇日前忍不住发火说不要问我,Other
790,梁启超纪念中学有多少个老师他们叫什么名字,Other
791,调到中央广播电台的都市之声,Radio-Listen
792,美国好莱坞的科幻片播放一个可以吗,FilmTele-Play
793,今年的万灵节是什么时候,Calendar-Query
794,搜一下这星期五是农历几号吧,Calendar-Query
795,敦煌哪能买到养鱼的书,Travel-Query
796,今年的几月几号是火把节,Calendar-Query
797,请告诉我国庆节是几月几日,Calendar-Query
798,帮我把蒸烤箱设置成200度蒸烤模式，我要做烤鸡,HomeAppliance-Control
799,17号的湖南新闻联播还能再回放吗帮我看下,TVProgram-Play
800,放李白的将进酒来给我听,Music-Play
801,大兵小将元谋开机成龙演大将怒噼木桩图,Other
802,在周五放学之后我想观看泰坦尼克号这部爱情电影。,FilmTele-Play
803,播放一个坐井观天的故事,Audio-Play
804,87.7孝感电台交通音乐台帮我放一下,Radio-Listen
805,你看没看到敲到我的脸呀,FilmTele-Play
806,真事纪事播完接下来是不是美食娱乐面对面,TVProgram-Play
807,单曲循环歌曲白鸽,Music-Play
808,刚才是否帮我建了一个9月3号接机的提醒,Alarm-Update
809,洗碗机定时二十分钟,HomeAppliance-Control
810,5月14在中央7套播出的今日说法帮我回放一下,TVProgram-Play
811,循环放一下王维的少年行,Music-Play
812,我想收听轻松调频里的音乐放松一下呢,Radio-Listen
813,据悉这是陈坤第一次以非演员身份为电影配音,FilmTele-Play
814,我要随机听专辑莱芙里面的歌曲,Music-Play
815,超级想看辣目洋子今年在超新星运动会上表演的艺术体操视频,Video-Play
816,星期几是阔什节,Calendar-Query
817,科幻类的有声漫画给我播一个,Video-Play
818,2021年马赛克乐队唱歌的视频找一个出来,Video-Play
819,继续放一下陈思诚那个电影吧,FilmTele-Play
820,佟丽娅张鲁一演的电视剧爱国者顺序播放,FilmTele-Play
821,查询未来一周青岛天气状况,Weather-Query
822,宁静的都市之声现在就播放呢,Radio-Listen
823,上月石家庄空气质量稳定吗,Weather-Query
824,将5月1号下午三点的那个提醒给我删除,Alarm-Update
825,电视剧红苹果乐园女主角的真名是什么,FilmTele-Play
826,明天空气质量严重不？,Weather-Query
827,龙海那边有没有下过雾,Weather-Query
828,能不能帮我删除3月2号准备上班的提醒,Alarm-Update
829,播放一首2009年的电视剧金曲可以吗,Music-Play
830,OPPO Reno6 Pro的开箱视频找一下,Video-Play
831,专门环节向怀恩豪斯致敬,FilmTele-Play
832,演技指数五星龙套指数三星,Weather-Query
833,大理的穿衣指数怎么样,Weather-Query
834,泰山最近是晴天吗,Weather-Query
835,随便放一首适合睡觉的钢琴曲,Music-Play
836,能来一个交通类的北京人民广播电台交通台吗,Radio-Listen
837,周六去杭州最快到达的高铁,Travel-Query
838,好看的主旋律要有好看的故事更要在故事里包裹一个坚韧精神之核,Audio-Play
839,当主持人宣布冠军姓名的时候张元丽甚至以为自己在做梦,Radio-Listen
840,麻烦帮我制定后天早上7点30给孩子做早餐的闹钟。,Alarm-Update
841,二零一三年三月三日七星彩开什么号码,Other
842,空调温度调到18度好吗,HomeAppliance-Control
843,我想听唐朝乐队的摇滚,Music-Play
844,给我查询农历2月12和农历2月13哪天是4月4号呢,Calendar-Query
845,续播一下言情小说嫡女惊华的第二十章,FilmTele-Play
846,可不可以把冰箱的冷冻室设置成零下18度呢,HomeAppliance-Control
847,给我找一下港片喜剧武状元苏乞儿。,FilmTele-Play
848,他更表示希望能有机会到上海求学学习中文,Travel-Query
849,至于木村的队友中居正广近日被轰三度连任红白大赛司仪有欠新鲜,FilmTele-Play
850,好像是不是有个综艺叫乘风破浪姐姐给我找下看,Video-Play
851,里的裸戏就让给郭明翔饰演的鬼影了,Music-Play
852,祝福兄弟情深不少于一百字的信息,FilmTele-Play
853,我们21号要去法兰克福机场查一下机票,Travel-Query
854,三星I八零九操作系统二点二能升级到二点三吗,Travel-Query
855,播放这个杀手不太冷这部动作电影。,FilmTele-Play
856,播放现在正在中央少儿频道播出的动漫世界,TVProgram-Play
857,新浪娱乐能简单介绍一下你们的出道专辑吗,Music-Play
858,放一首榜单上的夜空中最亮的星专辑世界里的,Music-Play
859,调到福建经济广播电台看看在播什么,Radio-Listen
860,卫生街十一路路西十米盛福棋牌社,Travel-Query
861,给我看看最火的动漫魔道祖师,Video-Play
862,6点进行减肥锻炼设置成闹钟,Alarm-Update
863,帮我回放一下昨天的新闻联播,TVProgram-Play
864,闹钟提醒我周五早起5点15,Alarm-Update
865,播一下晚上24点更新的向警予的介绍视频,Video-Play
866,2021年新出歌来一首深情的听一下啊,Music-Play
867,我要到东柳大街,Travel-Query
868,频率是一零四点四的山东人民广播电台综合频道给我播放一下可以不,Radio-Listen
869,到点了打开广西卫视看广西新闻,TVProgram-Play
870,在7点59播出的综艺喜乐汇-2021-586回播一下,TVProgram-Play
871,他玩起了太极笑眯眯地说大家拭目以待咯,FilmTele-Play
872,我爸的车直接从单位去姥姥家了,Travel-Query
873,我目的地是岔河镇找找路,Travel-Query
874,查查昨天的农历究竟是多少,Calendar-Query
875,制定后天中午11点多去药房拿药的提醒。,Alarm-Update
876,请收听北京外语广播的感受北京,Radio-Listen
877,打错了不是我们学校是我们宿舍,FilmTele-Play
878,我想听汪苏泷的明天你是否依然爱我,Music-Play
879,循环播一下故事夏洛特的网这个故事,Audio-Play
880,不少网友认为每个人有每个人的活法不应该只盯着人家的好处,Other
881,给我打开小龙妹呀休息哦现在直播的王者荣耀视频,Video-Play
882,查询明天江南气温如何,Weather-Query
883,香港那边的喜剧片来一个吧,FilmTele-Play
884,5月26上午播出的兵器面面观-2021-90回放一下,TVProgram-Play
885,云南娱乐九点钟到十点钟播放什么节目帮我看下,TVProgram-Play
886,后天重庆会下雨吗,Weather-Query
887,山东体育的真相百分之百帮我打开,Radio-Listen
888,是否可以继续播放陈思诚导演的电影呢,FilmTele-Play
889,30号到鸡西的火车票还有吗,Travel-Query
890,放奥尔加.格鲁申的小说四十个房间英文版的,Audio-Play
891,她的心态不介意夺走歌曲的风头,Music-Play
892,酒泉最近哪些专卖店有打折,Weather-Query
893,打开中央电视体育赛事，看看体育新闻,TVProgram-Play
894,天然气警报器关闭,HomeAppliance-Control
895,能不能继续收听一下频率是九二点二的河源电台,Radio-Listen
896,我可以听一首2018年的KTV点播最多的歌曲吗,Music-Play
897,今天上午到晚上东莞会不会下雪,Weather-Query
898,明天下午1点去医院挂号的行程提醒我一下。,Alarm-Update
899,圆规与尺作正十七边形,FilmTele-Play
900,给我单曲循环2021最热的轻音乐,Music-Play
901,改成明天早上五点半提醒我拿快递,Alarm-Update
902,五分钟后打开游戏机,HomeAppliance-Control
903,我想听一整天的邓紫棋唱的粤语歌。,Music-Play
904,帮我查看宁波电视台正在直播的栏目,TVProgram-Play
905,随便播一个王更新讲的历史小说,Audio-Play
906,来几首王力宏的比较欢快的音乐呢,Music-Play
907,是不是能把频率是一零三点三的大连交通收听一下呢,Radio-Listen
908,世界上总有一个人也在找你,Other
909,我还没找着自己的扮相,Other
910,来咱们两个睡觉做个好事,Other
911,我想知道今晚郑州的风向是从哪到哪,Weather-Query
912,请问五元GPRS流量怎样开通啊,Other
913,天长地久有时尽此恨绵绵无绝期意思是,Calendar-Query
914,农历12月11是礼拜几,Calendar-Query
915,拥有你是我最大的骄傲,Music-Play
916,但很多朋友会替我不平,FilmTele-Play
917,残花落尽何需败柳的含意,Music-Play
918,播一下广播剧绝对契合第二集,FilmTele-Play
919,查询看看3月8日有湛江开往茂名的大巴吗,Travel-Query
920,这周日是几号,Calendar-Query
921,星期几是教师节,Calendar-Query
922,你可以查到纽约明天的温度是多少吗？,Weather-Query
923,回答我中国传统节日元宵节是哪一天啊,Calendar-Query
924,给田宝宝发短信说我到你家门口啦,Other
925,到六月份的端午节是多少号,Calendar-Query
926,杨和苏和福克斯是一个厂牌的，随机播放他们俩的歌。,Music-Play
927,帮我找一下最近的餐厅,Travel-Query
928,怎么去最近的加油加气站,Travel-Query
929,能不能查找9月21日是阴历多少,Calendar-Query
930,明星是否只享受利益不承担责任,Weather-Query
931,从西御街到赛格七的最近公交路线及换乘站台,Travel-Query
932,你电话号码可以给我吗,Other
933,能不能帮我查询一下开往汕头的高铁中秋节有票吗,Travel-Query
934,几月几号是燕子节,Calendar-Query
935,我要听掩耳盗铃的故事,Audio-Play
936,她表示父母已为她计划好希望她可以重返校园继续学业,FilmTele-Play
937,我需要看一个黄志忠的悬疑片可以吗或者是谍战的,FilmTele-Play
938,播放推理剧的天道吧,FilmTele-Play
939,有没有从上海到新千岁机场的飞机,Travel-Query
940,黑夜升晖之旅巡演在今年全球最为轰动的巡回演出中排名第六,Video-Play
941,速度点儿查询明天上午到北京的航班,Travel-Query
942,彭立哭诉沦为通缉犯被捕经历疑为旧爱背债图,Video-Play
943,给我播放刘亦菲演花木兰的现场花絮,Video-Play
944,是NBA不是WNBA男女不分,FilmTele-Play
945,四川凉山州的空气湿度是多少。,Weather-Query
946,把吹风机的风速调大。,HomeAppliance-Control
947,除星期天外他每天去上班,Alarm-Update
948,续播梦里花落知多少小说的第十三集,Audio-Play
949,他其实就想找个说法证明自己其实也没有什么大错,Other
950,给我播放一下玄幻小说诛仙,Audio-Play
951,讲个英文版的猫和老鼠的故事,Audio-Play
952,新闻类的荆州电台新闻频道来一个可以吗,Radio-Listen
953,下辈子不做女人后一段歌词,Music-Play
954,我刚发了信息让你们帮我找文志社怎么还没回,Alarm-Update
955,今天穿短袖去临沂会不会冷,Weather-Query
956,王仁君借央视中秋诗会向全球华人贺节图,Other
957,刘兰芳讲的父子侠义传播放一下,Audio-Play
958,调到河南欢腾购物看看欢腾购物可以吗,Radio-Listen
959,烈火刀影现在继续播放,FilmTele-Play
960,我想听会儿王月主持的I沙发音乐节目,Radio-Listen
961,今天和明天的闹钟新建一下,Alarm-Update
962,后来经过多次练习才达到了理想的效果,Other
963,那张杰和俞灏明得了多少名,Other
964,找一部郭敬明写的小说放给我听,Audio-Play
965,我想删除手机里面的歌怎么删,Music-Play
966,我现在就想看大陆女演员迪丽热巴的剧呢,FilmTele-Play
967,什么时候去学校啊要走的时候打给我,Travel-Query
968,八点钟的合肥都市房产报道要开始了吗帮我看下,TVProgram-Play
969,赶紧告诉我星期一是几号呢,Calendar-Query
970,纪录片大小很重要帮我查询一下,Video-Play
971,现在能把频率调到FM97.6的福州人民广播电台吗,Radio-Listen
972,我想听郭麒麟岳云鹏的经典相声三大才子,Audio-Play
973,最近爱丁堡气温高吗,Weather-Query
974,这让很多关注此事的网友都惊叹并不解,FilmTele-Play
975,请找个曲艺电台正放花鼓戏的,Radio-Listen
976,重复播放一下搞笑小说无良王爷恶劣妃帝妃逍遥第二章,Audio-Play
977,什么气体能使品红溶液褪色加热又恢复原色,Other
978,并且我们目前都还不是很清楚状况说离开只是传闻吧,Other
979,三明各个影院是否有上映电影乐火男孩,FilmTele-Play
980,播放犯罪心理广播剧第二季,FilmTele-Play
981,现在开始循环播放格林童话中的故事好吗,Audio-Play
982,她笑称总会有记者来采访摆孩子照片不方便,Other
983,景向谁依配音的广播剧随便给我播放一个,Audio-Play
984,昨天到底是星期几,Calendar-Query
985,大连近期空气质量稳定吗,Weather-Query
986,三点的闹钟去买菜,Alarm-Update
987,能不能查看一下明天到南京的火车有什么时间段的,Travel-Query
988,我想知道常熟下周末会不会下雨,Weather-Query
989,周三上午八点四十五会下雨吗？,Weather-Query
990,刚才说的什么翻译一下嘛,Radio-Listen
991,那你怎么知道我名字的,Other
992,今年的泼水节是几月几号,Calendar-Query
993,帮我把卧室空调调到26度好吗,HomeAppliance-Control
994,播放张惠妹的听海,FilmTele-Play
995,其后两人被拍到密会男方希望复合但随着女方有新欢二人正式分手,FilmTele-Play
996,对于炒作质疑金巧巧回应道很多事情发生的时间不是我能控制的,FilmTele-Play
997,立即告诉我UU3881航班还有没有票,Travel-Query
998,今天中午的新更新的下厨房综艺给我播一下,Video-Play
999,周六沧州会下雨吗,Weather-Query
1000,查查前天的农历是多少,Calendar-Query
1001,想看主播有情，今天晚上还播吗帮我看下,TVProgram-Play
1002,巨塘二中怎么走啊,Travel-Query
1003,明天9点至12点的闹钟你已经帮我全部打开了吗,Alarm-Update
1004,开车去昌平区天龙苑怎么走,Travel-Query
1005,我想听一会频率是九二点七的楚天广播音乐台呢,Radio-Listen
1006,打开娱乐频道看看正在播出的神龙策2,TVProgram-Play
1007,请记住6点通知我带米酒,Alarm-Update
1008,明天上午8点领取加油卡的闹铃设定一下。,Alarm-Update
1009,给我单曲循环唢呐吹的百鸟朝凤,Music-Play
1010,8月17是星期几,Calendar-Query
1011,给小朋友找一个放梁言的体坛夜话节目的频道,Radio-Listen
1012,想听老妖的古风歌儿了,Music-Play
1013,问她昨天是否不会进书展,Weather-Query
1014,想看下今天的江苏城市有什么讲述风土人情的节目,TVProgram-Play
1015,设置一下28号上午9点去照相,Alarm-Update
1016,给我们放一首玩乐里的治愈一点的曲子吧,Music-Play
1017,想听听快乐晚高峰就是CNR文艺之声的,Radio-Listen
1018,2月18日的了NBA2K19全明星赛给我打开吧,Video-Play
1019,放念奴娇.赤壁怀古这首古诗来听,Music-Play
1020,我想看颖儿演的电视剧的第20集,FilmTele-Play
1021,为什么不能回答我的问题,Music-Play
1022,收听频率是一零四点八的苏州经济广播电台,Radio-Listen
1023,知青未必都苦情让观众捧腹大笑眼泪成河,Other
1024,查找电影速度与激情9追车那个片段的cut,FilmTele-Play
1025,湖南电影台找下今天的电影。,FilmTele-Play
1026,幸福归来还是零点播放吗我想看看,FilmTele-Play
1027,你帮我定一个二月二十九号下午六点的闹钟,Alarm-Update
1028,给我听一个频率是一零五点六的扬中人民广播电台,Radio-Listen
1029,能播放一首2020年抖音比较火爆的歌曲给我听一下不,Music-Play
1030,不要只将明天和后天的提醒删除,Alarm-Update
1031,我要听用俄语讲的渔童这个故事,Audio-Play
1032,不要删除今天8点的闹铃,Alarm-Update
1033,本周六宁波天晴，紫外线指数是多少,Weather-Query
1034,我要听FM104点3马洁的谈车论道,Radio-Listen
1035,有没有2号到沈阳北的火车票,Travel-Query
1036,放瀑布这首诗来听一下,Audio-Play
1037,我想听古风版的我的一个道姑朋友,Music-Play
1038,马上给我报下几月几号是农历的12月9日,Calendar-Query
1039,来几首2011年的电视剧金曲吧,Music-Play
1040,到拉萨应该都乘哪些火车,Travel-Query
1041,立即播放辰东的修真的网文遮天,Music-Play
1042,安妮海盗和阿诺机长现在有回放可以看吗,TVProgram-Play
1043,续播一下汤姆·索亚历险记的第五章小说,Audio-Play
1044,可不可以帮我找下去年4月4日播放的周深演唱的相思的视频,Video-Play
1045,频率是九七点四的珠江经济广播电台收听一下可以吗,Radio-Listen
1046,想收听魏凡的节目song fan,Radio-Listen
1047,今儿下午有雷阵雨吗,Weather-Query
1048,甜蜜蜜是70年代的经典歌曲，麻烦播放甜蜜蜜这首歌。,Music-Play
1049,播放财经类大连财经吧,Radio-Listen
1050,播一下小说俄语版的战争与和平,Audio-Play
1051,电视上体坛快讯的上期节目帮我回放一下,TVProgram-Play
1052,我是学大教育的邹老师,Alarm-Update
1053,播放周星驰导演的奇幻爱情片美人鱼,FilmTele-Play
1054,新京报范范新专辑的造型比以前性感很多啊超短裙高跟鞋,FilmTele-Play
1055,请给我续播梦魇桃花的第十章节,FilmTele-Play
1056,明天早上提醒我出门带工作服别忘了哈,Alarm-Update
1057,我准备收听FM107.8的怀旧好声音电台,Radio-Listen
1058,你是不能播一下三生三世十里桃花的三十集啊,FilmTele-Play
1059,大空调风速上调至五十,HomeAppliance-Control
1060,国庆节是周几,Calendar-Query
1061,平台各地的刘老根大舞台影视剧,FilmTele-Play
1062,你是否可以在12月29号叫我买重金属？,Alarm-Update
1063,制定7号下午2点左右跟闺女去买鞋的闹铃。,Alarm-Update
1064,放一个18年上的喜剧西红柿首富吧,FilmTele-Play
1065,云南新闻联播十点钟就结束了吗我还想看看,TVProgram-Play
1066,播报沈阳七点的气温指数,Weather-Query
1067,搜索一下天龙八部,Video-Play
1068,2018年古装奇幻电视剧香蜜沉沉烬如霜拍摄花絮播放一下,Video-Play
1069,播放王林主持的老年之声,Radio-Listen
1070,搜索一下离我最近的药店,Travel-Query
1071,按节目列表顺序放中国戏剧广播里的秦腔节目,Radio-Listen
1072,戏曲女驸马音频有吗放下,Weather-Query
1073,南都那今年小小志的生日怎么过的,FilmTele-Play
1074,播放神探夏洛克这一部推理电影。,FilmTele-Play
1075,你好可以加我吗谢谢了,FilmTele-Play
1076,你能帮我看看9月10日和9月9日哪天是星期三,Calendar-Query
1077,把每天提醒我打卡改成每周一提醒,Alarm-Update
1078,新还珠观剧指南它骨子里流着无聊的血,FilmTele-Play
1079,18年的电影海王给我播放一下可以吗,FilmTele-Play
1080,快查一查到西安的和谐号是几点的呢,Travel-Query
1081,请不要在3点提醒我干活了,Alarm-Update
1082,鸡西宝宝的故事有卖婴儿用品消毒液吗,Video-Play
1083,下午5点的闹钟能不能延迟4个小时再响,Alarm-Update
1084,台北明天早上的穿衣指数是多少？,Weather-Query
1085,给我来一个孙越最经典的相声,Audio-Play
1086,明天海淀会结冰吗,Weather-Query
1087,去北京的飞机是几点的啊,Travel-Query
1088,开启十五分钟洗衣模式,HomeAppliance-Control
1089,找一下每周六，12点更新的国产动漫,Video-Play
1090,瞅瞅大后天是个什么节日,Calendar-Query
1091,设置往后8天每天早上9点提醒我淘宝签到,Alarm-Update
1092,言承旭称与林志玲是好友感情问题回答慢半拍,FilmTele-Play
1093,麻雀这个专辑里的歌按顺序播放一下吧,Music-Play
1094,创建明天下午5点去买菜的日程,Alarm-Update
1095,给我把跑步机打开。,HomeAppliance-Control
1096,立刻播放一下肖战和王一博演的电视剧的第一集,FilmTele-Play
1097,快点告诉我如何从家去学校啊,Travel-Query
1098,3月是农历几月,Calendar-Query
1099,降下一点儿空调风速,HomeAppliance-Control
1100,打电话给六六三二九八,Video-Play
1101,儿童房的空调风速调至6,HomeAppliance-Control
1102,能不能告诉我民谣董小姐是谁演唱的啊,Music-Play
1103,今年的中元节是星期几,Calendar-Query
1104,空调温度在调低百分之10,HomeAppliance-Control
1105,听听看东野圭谷的推理小说,Music-Play
1106,每个月15号提醒我去寺庙祈求平安,Alarm-Update
1107,中午准备喝排骨玉米汤，帮我把电饭煲切换到煲汤功能吧,HomeAppliance-Control
1108,给我立刻搜索今天的熊出没,Video-Play
1109,是否可以播放韩剧mine给我看看呢,FilmTele-Play
1110,找出5月29日零点30播出的动漫,Video-Play
1111,本报讯记者黄锐海陈楚生与天娱解约官司终于尘埃落定,FilmTele-Play
1112,把9号去看李荣浩演唱会的提醒删除,Alarm-Update
1113,在下午一点半喊我吃饭,Alarm-Update
1114,今年的仲夏节是星期几,Calendar-Query
1115,几月几号举行那达慕,Calendar-Query
1116,想让你在七点的时候提醒我回家,Alarm-Update
1117,帮我播放单田芳讲的隋唐演义,Audio-Play
1118,杨波主持的中国之声继续收听一下行不行呢,Radio-Listen
1119,是否可以让冰箱开启节能模式呢,HomeAppliance-Control
1120,帮我查一下青海大通熏让乡兰家村郭慧敏的手机号儿,FilmTele-Play
1121,准备做皮蛋瘦肉粥，将电饭煲切换到炖汤模式,HomeAppliance-Control
1122,帮我回放5月12日的财经的开门大吉,TVProgram-Play
1123,我想要在11点跟朋友去打羽毛球，你记得提醒我,Alarm-Update
1124,可以播放穿越火线吧,FilmTele-Play
1125,作为国家公民安全的维护者警察在无人区里愚蠢而又无能,Video-Play
1126,帮我把客厅空调开到十八度,HomeAppliance-Control
1127,报一下郑州去往深圳的动车是12点的吗,Travel-Query
1128,不要只删除今天的闹钟，明天的闹钟也全部删除,Alarm-Update
1129,你的火车几点到我去接你,Travel-Query
1130,挑战不可能上期电视放的我想看下,Video-Play
1131,花莲明早穿衣指数怎么样,Weather-Query
1132,调到音乐频道徐州音乐广播，我现在要听音乐加速度,Radio-Listen
1133,帮我调到河南法制看看法治现场,Radio-Listen
1134,今天降温多少度用穿毛衣吗,Weather-Query
1135,快帮我创建明天上午8点15分带孩子体检的闹钟。,Alarm-Update
1136,王一博的青春模样能一直单曲循环不,Music-Play
1137,钮承泽开心艋获高人气盼影片内地上映,FilmTele-Play
1138,我弟下周二生日告诉我农历多少,Calendar-Query
1139,从贵阳到凯里的车几点,Travel-Query
1140,随便播一个王更新讲的修仙小说,Audio-Play
1141,再一次相遇我会紧紧抱住你,Music-Play
1142,昨天是5月几号,Calendar-Query
1143,启动洗衣机自动清洗,HomeAppliance-Control
1144,昨天下午三点有刺激战场的竞技赛，放来看看,Video-Play
1145,告诉我石家庄今天有西北风吗几级,Weather-Query
1146,张国立的那个铁齿铜牙纪晓岚能播一下第40集吗,FilmTele-Play
1147,我需要你续播一下言情剧呢,FilmTele-Play
1148,能不能帮我续播一下在看的恐怖片呢,FilmTele-Play
1149,来一首吴亦凡的大碗宽面,Music-Play
1150,B站上的最美的夜bilibili晚会视频快点给我播放,Video-Play
1151,来一首范仲淹的江上渔者,Music-Play
1152,帮我开启蒸烤箱的烘焙模式做吧,HomeAppliance-Control
1153,郭德纲于谦的相声帮我放一下,Audio-Play
1154,给我放爱吹牛的小公鸡这个故事,Audio-Play
1155,青年演员王鹏凯将接替杜淳领衔湘西王,FilmTele-Play
1156,明天天气晴朗吗，能去游乐园玩儿吗？,Weather-Query
1157,我想听频率是一零五点八的南京交通广播电台音乐台,Radio-Listen
1158,游戏视频备战国服最强铠还能找到吗,Video-Play
1159,我想看一个今年放映的喜剧类电影可以吗,FilmTele-Play
1160,至于黄子佼昨天他听到双姝会面只淡淡说以和为贵乐观其成,Weather-Query
1161,请调到FM91.8的杭州交通电台,Radio-Listen
1162,频率是九二点八的山东文艺广播电台立刻放给我,Radio-Listen
1163,今明两天宁波有没有雪,Weather-Query
1164,我要把洗衣机关了,HomeAppliance-Control
1165,玄幻题材的有声小说随便播一个吧,Audio-Play
1166,能播放一个赵丽颖今年上的电视剧吗,FilmTele-Play
1167,上电视台怎么走啊,Travel-Query
1168,2011年出的法语歌曲随机来一首,Music-Play
1169,讲一下猫和老鼠做朋友这个故事,Audio-Play
1170,在10:30提醒我去小爱悦拿止咳糖，去日丰管儿拿奶粉,Alarm-Update
1171,美国硅谷第三季这个电视剧不错，播放看看,FilmTele-Play
1172,重新看一遍公共的最紧要健康,FilmTele-Play
1173,打开昨天六点四十分的湖南新闻联播,TVProgram-Play
1174,到过节的时候手机会不会降价,Weather-Query
1175,想听俄语版的喀秋莎,Music-Play
1176,我很高兴见到你的老婆,Music-Play
1177,看看今天有重庆飞来北京的飞机不,Travel-Query
1178,放一首张宇九十年代的《用心良苦》,Music-Play
1179,给我来一首刘聪的说唱歌曲经济舱。,Music-Play
1180,对于姑嫂散伙的消息记者求证了赵薇助手凌夷,Other
1181,能否回放一下早上七点二十分的时事关提案吗我想看下,TVProgram-Play
1182,阿杰配音的广播剧随便给我播放一个,Audio-Play
1183,我需要听一下音乐类的中央人民广播电台三台音乐之声,Radio-Listen
1184,循环播放周杰伦的菊花台,Music-Play
1185,帮我把窗帘关上吧，准备休息了,HomeAppliance-Control
1186,我要调大这屋空调的风速,HomeAppliance-Control
1187,周三到济南站的汽车票还有吗,Travel-Query
1188,麻烦给我播放岳云鹏的单口相声,Audio-Play
1189,超级QQ发内容到号码怎么弄,Other
1190,随便放几个科比的NBA比赛视频,Video-Play
1191,可以随机来一首华晨宇的歌不,Music-Play
1192,收听频率是一零零点六的资讯早八点,Radio-Listen
1193,去嘉善炮台口高速怎么走,Travel-Query
1194,水浸传感器打开,HomeAppliance-Control
1195,我想调高温度,HomeAppliance-Control
1196,请循环收听秋扬的凌晨三点半,Radio-Listen
1197,正点财经2021年5月25的节目回放给我看,Video-Play
1198,明天早上7:40你可以提醒我带纸吗,Alarm-Update
1199,帮我查一查到张家口火车票,Travel-Query
1200,今年有劳动节放假七天,FilmTele-Play
1201,循环收听频率是九九点一的十堰车城之声,Radio-Listen
1202,能不能告诉我河源开往佛山的火车出发了吗,Travel-Query
1203,0点75倍速放冯绍峰袁姗姗演的创业时代第五集,FilmTele-Play
1204,知道不知道连云港始发的动车哪天有票,Travel-Query
1205,请你给我设置一个明天早上11点接朋友的闹钟。,Alarm-Update
1206,我们承担了什么样的社会责任,Other
1207,我要学草原迎宾曲，播放一下,Music-Play
1208,有声小说长歌行给我播一下,Audio-Play
1209,开启洗衣机节能模式可以吗,HomeAppliance-Control
1210,佛山到广州的是不是到站了呢,Travel-Query
1211,河南新农村的美丽的家现在播放了没我想看下,TVProgram-Play
1212,有部剧叫致我们甜甜的小美满请放一下,FilmTele-Play
1213,帮我侄女打开嘉佳卡通的超级飞侠吧,Video-Play
1214,放2021年春晚小品一波三折给大家听,Video-Play
1215,我想听下零点的音乐旅途节目,Radio-Listen
1216,农历什么时候是沐浴节,Calendar-Query
1217,单曲循环琵琶曲月儿高,Music-Play
1218,而事情刚告一段落昨天网上又出现了郝蕾当街痛哭的照片,FilmTele-Play
1219,QQ飞车中装备了一个大红灯笼后跑完全程有什么奖励,Other
1220,西班牙西红柿大战是几月几号,Calendar-Query
1221,乃万专辑Dear X里的歌都很好听，你能随机播放一首吗？,Music-Play
1222,凌晨两点的电影吧结束了吗帮我看下,TVProgram-Play
1223,回放昨天少儿台播出的小小智慧树,TVProgram-Play
1224,小说给我放莫泊桑的羊脂球英文版的,Audio-Play
1225,餐厅中间的大屏幕上连续播放儿子的照片现场气氛其乐融融,FilmTele-Play
1226,长三角之声就是新闻台就听它了,Radio-Listen
1227,给我看一下到广州的开车路线,Travel-Query
1228,据悉除了证人的身份刘芳菲并没有被牵涉到王益案中,FilmTele-Play
1229,赶快查一查开往东莞的特快列车出发了吗,Travel-Query
1230,到北横新村怎么去,Travel-Query
